center,left,right,steering,throttle,reverse,speed
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_394.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_394.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_394.jpg,0,1,0,30.19011
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_474.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_474.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_474.jpg,0,1,0,30.19043
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_542.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_542.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_542.jpg,0,1,0,30.19024
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_626.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_626.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_626.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_706.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_706.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_706.jpg,-0.1,1,0,30.18766
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_784.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_784.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_784.jpg,-0.25,1,0,30.17485
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_859.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_859.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_859.jpg,-0.45,1,0,30.15147
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_37_938.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_37_938.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_37_938.jpg,0,1,0,30.17282
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_019.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_019.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_019.jpg,0,1,0,30.18699
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_094.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_094.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_094.jpg,0,1,0,30.18967
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_177.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_177.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_177.jpg,0,1,0,30.19016
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_258.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_258.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_258.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_338.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_338.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_338.jpg,-0.2,1,0,30.181
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_436.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_436.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_436.jpg,0,1,0,30.19002
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_503.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_503.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_503.jpg,0,1,0,30.18966
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_578.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_578.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_578.jpg,0,1,0,30.19005
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_659.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_659.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_659.jpg,0,1,0,30.19027
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_737.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_737.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_737.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_811.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_811.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_811.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_889.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_889.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_889.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_38_965.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_38_965.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_38_965.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_037.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_037.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_037.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_109.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_109.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_109.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_183.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_183.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_183.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_255.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_255.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_255.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_323.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_323.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_323.jpg,-0.15,1,0,30.18422
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_402.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_402.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_402.jpg,0,1,0,30.19102
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_475.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_475.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_475.jpg,0,1,0,30.19019
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_565.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_565.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_565.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_651.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_651.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_651.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_722.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_722.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_722.jpg,-0.1,1,0,30.18788
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_801.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_801.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_801.jpg,-0.3,1,0,30.16966
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_872.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_872.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_872.jpg,0,1,0,30.18826
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_39_950.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_39_950.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_39_950.jpg,0,1,0,30.18996
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_022.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_022.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_022.jpg,0,1,0,30.1902
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_102.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_102.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_102.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_176.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_176.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_176.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_242.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_242.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_242.jpg,0,1,0,30.19033
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_335.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_335.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_335.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_411.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_411.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_411.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_490.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_490.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_490.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_571.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_571.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_571.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_650.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_650.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_650.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_725.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_725.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_725.jpg,0,1,0,30.19023
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_802.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_802.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_802.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_883.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_883.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_883.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_40_958.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_40_958.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_40_958.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_035.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_035.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_035.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_115.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_115.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_115.jpg,0.05,1,0,30.18972
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_186.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_186.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_186.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_262.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_262.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_262.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_335.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_335.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_335.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_407.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_407.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_407.jpg,0,1,0,30.19031
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_481.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_481.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_481.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_551.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_551.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_551.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_621.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_621.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_621.jpg,0.1,1,0,30.18769
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_691.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_691.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_691.jpg,0.3,1,0,30.16924
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_758.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_758.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_758.jpg,0,1,0,30.1901
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_827.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_827.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_827.jpg,0,1,0,30.18986
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_894.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_894.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_894.jpg,0,1,0,30.19016
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_41_963.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_41_963.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_41_963.jpg,0,1,0,30.19025
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_049.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_049.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_049.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_135.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_135.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_135.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_216.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_216.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_216.jpg,0,1,0,30.19032
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_282.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_282.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_282.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_366.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_366.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_366.jpg,-0.15,1,0,30.18423
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_450.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_450.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_450.jpg,-0.35,1,0,30.16346
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_534.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_534.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_534.jpg,0,1,0,30.18734
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_615.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_615.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_615.jpg,0,1,0,30.18978
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_685.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_685.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_685.jpg,0,1,0,30.19021
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_765.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_765.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_765.jpg,0,1,0,30.19022
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_850.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_850.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_850.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_42_934.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_42_934.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_42_934.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_018.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_018.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_018.jpg,0,1,0,30.19049
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_105.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_105.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_105.jpg,0.1,1,0,30.18764
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_189.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_189.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_189.jpg,0.3,1,0,30.16927
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_273.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_273.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_273.jpg,0,1,0,30.18986
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_355.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_355.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_355.jpg,0,1,0,30.19001
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_422.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_422.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_422.jpg,0,1,0,30.1903
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_499.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_499.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_499.jpg,0,1,0,30.19029
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_581.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_581.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_581.jpg,0.2,1,0,30.18056
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_666.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_666.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_666.jpg,0.45,1,0,30.15196
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_738.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_738.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_738.jpg,0,1,0,30.17514
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_821.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_821.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_821.jpg,0,1,0,30.18769
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_901.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_901.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_901.jpg,0,1,0,30.18981
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_43_980.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_43_980.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_43_980.jpg,0,1,0,30.1902
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_056.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_056.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_056.jpg,0,1,0,30.19028
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_136.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_136.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_136.jpg,0,1,0,30.19022
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_214.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_214.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_214.jpg,0.05,1,0,30.1897
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_288.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_288.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_288.jpg,0.25,1,0,30.17477
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_367.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_367.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_367.jpg,0,1,0,30.17957
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_439.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_439.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_439.jpg,0,1,0,30.18986
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_515.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_515.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_515.jpg,0.2,1,0,30.18447
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_585.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_585.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_585.jpg,0,1,0,30.18735
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_667.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_667.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_667.jpg,0,1,0,30.19023
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_743.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_743.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_743.jpg,0.15,1,0,30.18656
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_816.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_816.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_816.jpg,0.35,1,0,30.16441
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_887.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_887.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_887.jpg,0.5500001,1,0,30.14095
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_44_962.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_44_962.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_44_962.jpg,0.7,1,0,30.12136
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_033.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_033.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_033.jpg,0.9000002,1,0,30.0983
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_103.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_103.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_103.jpg,0,1,0,30.17426
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_178.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_178.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_178.jpg,0,1,0,30.18531
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_249.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_249.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_249.jpg,0,1,0,30.19151
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_336.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_336.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_336.jpg,0,1,0,30.19048
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_416.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_416.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_416.jpg,0,1,0,30.19009
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_485.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_485.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_485.jpg,0,1,0,30.19143
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_559.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_559.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_559.jpg,0.1,1,0,30.188
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_632.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_632.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_632.jpg,0.3,1,0,30.17134
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_701.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_701.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_701.jpg,0.45,1,0,30.15186
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_787.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_787.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_787.jpg,0,1,0,30.18209
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_865.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_865.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_865.jpg,0,1,0,30.18993
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_45_936.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_45_936.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_45_936.jpg,0.1,1,0,30.19097
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_46_011.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_46_011.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_46_011.jpg,0.3,1,0,30.17587
C:\Users\HP\Data\IMG\center_2020_08_25_10_30_46_081.jpg,C:\Users\HP\Data\IMG\left_2020_08_25_10_30_46_081.jpg,C:\Users\HP\Data\IMG\right_2020_08_25_10_30_46_081.jpg,0.45,1,0,30.15611
